Sequence#	Timestamp	Hostname	Version	Logger	Severity	Message
1	20210624T142616.293-0400	127.0.0.1	1.15.1	Global	INFO	Hub Service listening on: http://127.0.0.1:9071
2	20210624T142616.299-0400	127.0.0.1	1.15.1	Global	INFO	Hub Service waiting for input...
3	20210624T142628.048-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
4	20210624T142628.066-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
5	20210624T143956.589-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
6	20210624T144108.461-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
7	20210624T144110.979-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
8	20210624T144110.980-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
9	20210624T144115.711-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
10	20210624T144130.193-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
11	20210624T144450.015-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
12	20210624T144455.544-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
13	20210624T144455.545-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
14	20210624T144706.904-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
15	20210624T144729.232-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
16	20210624T144833.321-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
17	20210624T144836.979-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
18	20210624T144934.626-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
19	20210624T144937.420-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
20	20210624T144939.948-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
21	20210624T144947.620-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
22	20210624T144947.621-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
23	20210624T145321.815-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
24	20210624T150519.719-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
25	20210624T151044.417-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
26	20210624T151238.670-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
27	20210624T151244.518-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
28	20210624T152054.066-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
29	20210624T152054.132-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
30	20210624T152054.460-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
31	20210624T152101.806-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
32	20210624T152107.282-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
33	20210624T152107.748-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
34	20210624T152107.802-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
35	20210624T152107.808-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
36	20210624T152500.067-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
37	20210624T152510.076-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
38	20210624T152513.051-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
39	20210624T152618.604-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
40	20210624T152901.613-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
41	20210624T153047.295-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
42	20210624T153051.266-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
43	20210624T153421.215-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
44	20210624T153520.176-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
45	20210624T153521.962-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
46	20210624T153616.198-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
47	20210624T153622.442-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
48	20210624T153822.591-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
49	20210624T153824.236-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
50	20210624T153828.367-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
51	20210624T153935.934-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
52	20210624T154625.114-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
53	20210624T154627.280-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
54	20210624T154637.182-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
55	20210624T155433.352-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
56	20210624T155741.137-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
57	20210624T155742.456-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
58	20210624T155751.137-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
59	20210624T155953.153-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
60	20210624T160148.498-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
61	20210624T160702.701-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
62	20210624T160725.215-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
63	20210624T160733.401-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
64	20210624T160735.347-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
65	20210624T160735.641-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
66	20210624T160737.695-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
67	20210624T160742.772-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
68	20210624T164757.771-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
69	20210624T165453.349-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
