Sequence#	Timestamp	Hostname	Version	Logger	Severity	Message
1	20210706T125843.796-0400	127.0.0.1	1.15.1	Global	INFO	Hub Service listening on: http://127.0.0.1:9071
2	20210706T125843.801-0400	127.0.0.1	1.15.1	Global	INFO	Hub Service waiting for input...
3	20210706T125853.825-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
4	20210706T125853.898-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
5	20210706T130202.983-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
6	20210706T130221.201-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
7	20210706T130405.460-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
8	20210706T131853.930-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
9	20210706T135045.085-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
10	20210706T145716.805-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
11	20210706T154156.781-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
12	20210706T154210.573-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
13	20210706T154210.574-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
14	20210706T155825.371-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
15	20210706T155956.388-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
16	20210706T164315.137-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
17	20210706T164506.095-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
18	20210706T165609.905-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
