Sequence#	Timestamp	Hostname	Version	Logger	Severity	Message
1	20210625T143617.014-0400	127.0.0.1	1.15.1	Global	INFO	Hub Service listening on: http://127.0.0.1:9071
2	20210625T143617.019-0400	127.0.0.1	1.15.1	Global	INFO	Hub Service waiting for input...
3	20210625T143629.339-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
4	20210625T143629.371-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
5	20210625T145543.595-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
6	20210625T151243.387-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
7	20210625T151610.762-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
8	20210625T152514.982-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
9	20210625T154933.070-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
10	20210625T155213.399-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
11	20210625T155958.881-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
12	20210625T160029.043-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
13	20210625T160103.069-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
14	20210625T164452.253-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
15	20210625T164454.534-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
16	20210625T164456.088-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
17	20210625T164501.071-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
18	20210625T164532.407-0400	127.0.0.1	1.15.1	Global	INFO	Successfully closed the engine session
