Logger	Severity	Date	MicroSeconds	ipAddress	AppId	UserId	Message
Request	INFO	2021-07-29T13:42:59.766-04:00	594139828899.8	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=Q93WlS2LUpNZVbU0 1627580579763
Request	INFO	2021-07-29T13:42:59.816-04:00	594139879611.6	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=Q93WlS2LUpNZVbU0 1627580579763 200
Request	INFO	2021-07-29T13:43:00.446-04:00	594140509546	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CAnalise%20US	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CAnalise%20US.qvf/model/current?xrfkey=sE2vvSCMLfjzIRkj 1627580580446
Request	INFO	2021-07-29T13:43:00.475-04:00	594140537912	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Analise US	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CAnalise%20US.qvf/model/current?xrfkey=sE2vvSCMLfjzIRkj 1627580580446 200
Request	INFO	2021-07-29T13:43:08.727-04:00	594148790703.9	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=iBnsbEPJpXbKaxr3 1627580588727
Request	INFO	2021-07-29T13:43:08.729-04:00	594148792506	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=iBnsbEPJpXbKaxr3 1627580588727 200
Request	INFO	2021-07-29T13:43:09.224-04:00	594149287324.5	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste.qvf/model/current?xrfkey=StYUTaSEtzwi4njK 1627580589224
Request	INFO	2021-07-29T13:43:09.241-04:00	594149303800.8	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste.qvf/model/current?xrfkey=StYUTaSEtzwi4njK 1627580589224 200
Request	INFO	2021-07-29T13:43:43.919-04:00	594183982429.4	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=0GHMxTNvzzv0wKBq 1627580623918
Request	INFO	2021-07-29T13:43:43.922-04:00	594183985417.7	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=0GHMxTNvzzv0wKBq 1627580623918 200
Request	INFO	2021-07-29T13:43:44.452-04:00	594184495740.8	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste.qvf/model/current?xrfkey=k1nTp9vLXGaqqj4G 1627580624452
Request	INFO	2021-07-29T13:43:44.456-04:00	594184499162.6	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste.qvf/model/current?xrfkey=k1nTp9vLXGaqqj4G 1627580624452 200
Request	INFO	2021-07-29T13:43:55.094-04:00	594195137409.5	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=AHWGWsuQ0uMpnHpl 1627580635094
Request	INFO	2021-07-29T13:43:55.096-04:00	594195138963.7	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=AHWGWsuQ0uMpnHpl 1627580635094 200
Request	INFO	2021-07-29T13:43:56.195-04:00	594196237912.4	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste.qvf/model/current?xrfkey=6ey8ERKcYHdtXQ57 1627580636194
Request	INFO	2021-07-29T13:43:56.198-04:00	594196241449.6	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5Cteste.qvf/model/current?xrfkey=6ey8ERKcYHdtXQ57 1627580636194 200
Request	INFO	2021-07-29T14:11:15.694-04:00	595835690794.4	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=gc1PhlCC0oqS9aTI 1627582275679
Request	INFO	2021-07-29T14:11:15.703-04:00	595835699691.3	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=gc1PhlCC0oqS9aTI 1627582275679 200
Request	INFO	2021-07-29T14:11:16.214-04:00	595836210935.6	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CTesreasdadsa	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CTesreasdadsa.qvf/model/current?xrfkey=l7w1eU4zfuiYuhlB 1627582276214
Request	INFO	2021-07-29T14:11:16.229-04:00	595836226126.1	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Tesreasdadsa	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CTesreasdadsa.qvf/model/current?xrfkey=l7w1eU4zfuiYuhlB 1627582276214 200
Request	INFO	2021-07-29T14:11:23.131-04:00	595843127713.4	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=aIPwRECkwLJNbzPl 1627582283131
Request	INFO	2021-07-29T14:11:23.135-04:00	595843131747.3	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=aIPwRECkwLJNbzPl 1627582283131 200
Request	INFO	2021-07-29T14:11:23.764-04:00	595843760402	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CTesreasdadsa	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CTesreasdadsa.qvf/model/current?xrfkey=OLSxafDuw74j3Dls 1627582283763
