Logger	Severity	Date	MicroSeconds	AppId	UserId	Message
Engine	INFO	2021-07-29T12:54:51.454-04:00	591249886630.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Analise US	-	request OpenDoc
Engine	INFO	2021-07-29T12:54:51.456-04:00	591249888178	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Analise US	-	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_ATTACHED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-07-29T12:54:51.463-04:00	591249895165.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Analise US	-	Response {"jsonrpc":"2.0","id":1,"result":{"qReturn":{"qType":"Doc","qHandle":1,"qGenericId":"C:\\Users\\leninne.pirovano\\OneDrive - SCHEFFER\\Documentos\\Qlik\\Sense\\Apps\\Analise US.qvf"}}} Engine method 'OpenDoc', response time: 9
Engine	INFO	2021-07-29T13:05:54.483-04:00	591914552272.6	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	request OpenDoc
Engine	INFO	2021-07-29T13:05:54.484-04:00	591914553311	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_ATTACHED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-07-29T13:05:54.490-04:00	591914559014.9	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	Response {"jsonrpc":"2.0","id":9,"result":{"qReturn":{"qType":"Doc","qHandle":1,"qGenericId":"C:\\Users\\leninne.pirovano\\OneDrive - SCHEFFER\\Documentos\\Qlik\\Sense\\Apps\\teste.qvf"}}} Engine method 'OpenDoc', response time: 7
Engine	INFO	2021-07-29T13:08:33.295-04:00	592073364073.3	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Extract-COMEX	-	request OpenDoc
Engine	INFO	2021-07-29T13:08:33.296-04:00	592073364605.4	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Extract-COMEX	-	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_ATTACHED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-07-29T13:08:33.299-04:00	592073368119.9	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Extract-COMEX	-	Response {"jsonrpc":"2.0","id":15,"result":{"qReturn":{"qType":"Doc","qHandle":1,"qGenericId":"C:\\Users\\leninne.pirovano\\OneDrive - SCHEFFER\\Documentos\\Qlik\\Sense\\Apps\\Extract-COMEX.qvf"}}} Engine method 'OpenDoc', response time: 4
Engine	INFO	2021-07-29T13:18:01.998-04:00	592642062655.6	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Tesreasdadsa	-	request OpenDoc
Engine	INFO	2021-07-29T13:18:01.999-04:00	592642063468.7	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Tesreasdadsa	-	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_ATTACHED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-07-29T13:18:02.003-04:00	592642068215.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Tesreasdadsa	-	Response {"jsonrpc":"2.0","id":25,"result":{"qReturn":{"qType":"Doc","qHandle":1,"qGenericId":"C:\\Users\\leninne.pirovano\\OneDrive - SCHEFFER\\Documentos\\Qlik\\Sense\\Apps\\Tesreasdadsa.qvf"}}} Engine method 'OpenDoc', response time: 5
