Logger	Severity	Date	MicroSeconds	AppId	UserId	Message
Perf	INFO	2021-08-05T13:25:52.128-04:00	509661099259.9	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	OPEN_DATA_MANAGER_CORE
Perf	INFO	2021-08-05T13:25:52.138-04:00	509661108704.7	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	OPEN_DATA_MANAGER_CORE Execution time:  8
Perf	INFO	2021-08-05T13:25:52.138-04:00	509661109150.6	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	GET_FEATURE_FLAGS
Perf	INFO	2021-08-05T13:25:52.138-04:00	509661109493.2	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	GET_FEATURE_FLAGS Execution time:  0
Perf	INFO	2021-08-05T13:25:52.139-04:00	509661109673.8	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	QUERY_BUSINESS_MODEL
Perf	INFO	2021-08-05T13:25:52.139-04:00	509661110002.9	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	QUERY_BUSINESS_MODEL Execution time:  0
Perf	INFO	2021-08-05T13:25:52.142-04:00	509661112786.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	ANNOTATION_QUEUE
Perf	INFO	2021-08-05T13:25:52.143-04:00	509661113709.7	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	ANNOTATION_QUEUE Execution time:  1
Perf	INFO	2021-08-05T13:25:52.161-04:00	509661132393.3	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	INIT_ANNOTATION_BOARD_TABLE_FIELDS: Tables&Fields
Perf	INFO	2021-08-05T13:25:52.165-04:00	509661135553	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	GET_TABLES_AND_KEYS
Perf	INFO	2021-08-05T13:25:52.173-04:00	509661144403.2	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	GET_TABLES_AND_KEYS Execution time:  8
Perf	INFO	2021-08-05T13:25:52.179-04:00	509661150100.6	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	CALCULATE_FIELDS_FOR_NOT_FOUND_AND_TRANSFORMED: Field count: 34
Perf	INFO	2021-08-05T13:25:52.180-04:00	509661151155.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	CALCULATE_FIELDS_FOR_NOT_FOUND_AND_TRANSFORMED: Field count: 34 Execution time:  0
Perf	INFO	2021-08-05T13:25:52.181-04:00	509661152220.2	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	SAMPLES_AND_MIN_MAX
Perf	INFO	2021-08-05T13:25:52.187-04:00	509661157772.2	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	SAMPLE_VALUE_RETRIEVAL: Field count: 34
Perf	INFO	2021-08-05T13:25:52.366-04:00	509661337322.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	SAMPLE_VALUE_RETRIEVAL: Field count: 34 Execution time:  179
Perf	INFO	2021-08-05T13:25:52.367-04:00	509661337664.4	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	SAMPLE_VALUE_UPDATING
Perf	INFO	2021-08-05T13:25:52.369-04:00	509661339809.7	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	SAMPLE_VALUE_UPDATING Execution time:  2
Perf	INFO	2021-08-05T13:25:52.370-04:00	509661340958.3	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	MINMAX
Perf	INFO	2021-08-05T13:25:52.402-04:00	509661372953.9	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	MINMAX Execution time:  32
Perf	INFO	2021-08-05T13:25:52.402-04:00	509661373223.9	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	NUMERIC_RATIO
Perf	INFO	2021-08-05T13:25:52.406-04:00	509661376570.2	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	NUMERIC_RATIO Execution time:  3
Perf	INFO	2021-08-05T13:25:52.406-04:00	509661376941.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	SAMPLES_AND_MIN_MAX Execution time:  225
Perf	INFO	2021-08-05T13:25:52.408-04:00	509661379340.8	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	CLASSIFICATION_PIPELINE
Perf	INFO	2021-08-05T13:25:52.409-04:00	509661380080.5	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: Tokenizer
Perf	INFO	2021-08-05T13:25:52.423-04:00	509661394110	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: Tokenizer Execution time:  14
Perf	INFO	2021-08-05T13:25:52.423-04:00	509661394478.6	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: CaptionDecorator
Perf	INFO	2021-08-05T13:25:52.426-04:00	509661396551.7	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: CaptionDecorator Execution time:  0
Perf	INFO	2021-08-05T13:25:52.426-04:00	509661397152.9	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: DateTime
Perf	INFO	2021-08-05T13:25:52.429-04:00	509661400475.3	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: DateTime Execution time:  3
Perf	INFO	2021-08-05T13:25:52.431-04:00	509661401793.4	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: MissingValue
Perf	INFO	2021-08-05T13:25:52.431-04:00	509661402304.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: MissingValue Execution time:  0
Perf	INFO	2021-08-05T13:25:52.432-04:00	509661402719.6	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: CompoundValue
Perf	INFO	2021-08-05T13:25:52.432-04:00	509661403325.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: CompoundValue Execution time:  0
Perf	INFO	2021-08-05T13:25:52.433-04:00	509661403608.4	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste 123	-	Annotation Step: RecommendedDataType
