Logger	Severity	Date	MicroSeconds	ipAddress	AppId	UserId	Message
Request	INFO	2021-06-25T13:59:22.457-04:00	82295830.7	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=xPjemyNEjEjna05V 1624643962455
Request	INFO	2021-06-25T13:59:22.509-04:00	82346935.6	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=xPjemyNEjEjna05V 1624643962455 200
Request	INFO	2021-06-25T13:59:23.178-04:00	83016720.1	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia.qvf/model/current?xrfkey=sjXTvS5iqgMqj0o5 1624643963178
Request	INFO	2021-06-25T13:59:23.207-04:00	83045099.3	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Qtde de estoque atual por Familia	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia.qvf/model/current?xrfkey=sjXTvS5iqgMqj0o5 1624643963178 200
Request	INFO	2021-06-25T13:59:24.881-04:00	84718945.6	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=LggPPKs1icUEMS4D 1624643964880
Request	INFO	2021-06-25T13:59:24.884-04:00	84722402.6	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=LggPPKs1icUEMS4D 1624643964880 200
Request	INFO	2021-06-25T13:59:25.406-04:00	85244485	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance.qvf/model/current?xrfkey=GHPIsOoV1S7egBmH 1624643965406
Request	INFO	2021-06-25T13:59:25.414-04:00	85252803.6	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Business performance	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance.qvf/model/current?xrfkey=GHPIsOoV1S7egBmH 1624643965406 200
Request	INFO	2021-06-25T14:13:21.812-04:00	921569359.5	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=izvO34OqvLjvfVpZ 1624644801811
Request	INFO	2021-06-25T14:13:21.815-04:00	921572391.5	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=izvO34OqvLjvfVpZ 1624644801811 200
Request	INFO	2021-06-25T14:13:22.317-04:00	922074756.5	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance.qvf/model/current?xrfkey=IG4Hjl1s1xeUKHI2 1624644802317
Request	INFO	2021-06-25T14:13:22.320-04:00	922077588.7	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Business performance	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance.qvf/model/current?xrfkey=IG4Hjl1s1xeUKHI2 1624644802317 200
Request	INFO	2021-06-25T14:13:23.899-04:00	923656809	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=Cf4T3UkXQZNQQVQF 1624644803899
Request	INFO	2021-06-25T14:13:23.901-04:00	923658647.7	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=Cf4T3UkXQZNQQVQF 1624644803899 200
Request	INFO	2021-06-25T14:13:24.423-04:00	924180368.2	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia.qvf/model/current?xrfkey=xSgQMN1nlpMlvEZ1 1624644804422
Request	INFO	2021-06-25T14:13:24.433-04:00	924190290	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Qtde de estoque atual por Familia	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia.qvf/model/current?xrfkey=xSgQMN1nlpMlvEZ1 1624644804422 200
Request	INFO	2021-06-25T14:13:32.419-04:00	932176124.1	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia.qvf/business-model?default=false&ignoreDisabledFlag=true&xrfkey=X1neqewStWE8mo4r 1624644812418
Request	INFO	2021-06-25T14:13:32.467-04:00	932224339.2	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Qtde de estoque atual por Familia	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CQtde%20de%20estoque%20atual%20por%20Familia.qvf/business-model?default=false&ignoreDisabledFlag=true&xrfkey=X1neqewStWE8mo4r 1624644812418 200
Request	INFO	2021-06-25T14:20:47.554-04:00	1367315529.7	127.0.0.1	-	-	request GET /v1/openapi?xrfkey=IahH9W65CDznB2Yg 1624645247553
Request	INFO	2021-06-25T14:20:47.555-04:00	1367316942.8	127.0.0.1	-	-	response GET /v1/openapi?xrfkey=IahH9W65CDznB2Yg 1624645247553 200
Request	INFO	2021-06-25T14:20:48.141-04:00	1367902746.9	127.0.0.1	C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance	-	request GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance.qvf/model/current?xrfkey=cSZWJxlGBfKHNAKp 1624645248141
Request	INFO	2021-06-25T14:20:48.143-04:00	1367905074.3	127.0.0.1	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Business performance	-	response GET /v1/apps/C%3A%5CUsers%5Cleninne.pirovano%5COneDrive%20-%20SCHEFFER%5CDocumentos%5CQlik%5CSense%5CApps%5CBusiness%20performance.qvf/model/current?xrfkey=cSZWJxlGBfKHNAKp 1624645248141 200
