Logger	Severity	Date	MicroSeconds	AppId	UserId	Message
Engine	INFO	2021-08-02T12:58:04.622-04:00	248789232061.7	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Analise US	-	request OpenDoc
Engine	INFO	2021-08-02T12:58:04.624-04:00	248789234421.7	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Analise US	-	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_ATTACHED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-08-02T12:58:04.632-04:00	248789242848.4	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\Analise US	-	Response {"jsonrpc":"2.0","id":1,"result":{"qReturn":{"qType":"Doc","qHandle":1,"qGenericId":"C:\\Users\\leninne.pirovano\\OneDrive - SCHEFFER\\Documentos\\Qlik\\Sense\\Apps\\Analise US.qvf"}}} Engine method 'OpenDoc', response time: 14
Engine	INFO	2021-08-02T13:57:05.564-04:00	252331294670.6	6ceed157-9db6-6732-7ecb-26174c52	UserDirectory = INTERNAL; UserID= sa_engine	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_CREATED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-08-02T14:57:05.576-04:00	255931284814.6	73d343c4-00be-28a3-04cf-9e8594ca	UserDirectory = INTERNAL; UserID= sa_engine	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_CREATED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-08-02T15:57:05.599-04:00	259531302823.7	dfd968fe-f9bb-326c-38c2-393aa22d	UserDirectory = INTERNAL; UserID= sa_engine	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_CREATED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-08-02T16:06:30.910-04:00	260096612737.3	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	request OpenDoc
Engine	INFO	2021-08-02T16:06:30.911-04:00	260096613313	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_ATTACHED"}} Engine method 'OnConnected', response time: -1
Engine	INFO	2021-08-02T16:06:30.920-04:00	260096622058.6	C:\Users\leninne.pirovano\OneDrive - SCHEFFER\Documentos\Qlik\Sense\Apps\teste	-	Response {"jsonrpc":"2.0","id":687,"result":{"qReturn":{"qType":"Doc","qHandle":1,"qGenericId":"C:\\Users\\leninne.pirovano\\OneDrive - SCHEFFER\\Documentos\\Qlik\\Sense\\Apps\\teste.qvf"}}} Engine method 'OpenDoc', response time: 11
Engine	INFO	2021-08-02T16:57:05.624-04:00	263131316178.4	fd06c07e-73fa-dfc6-6cbb-b4776e7c	UserDirectory = INTERNAL; UserID= sa_engine	Response {"jsonrpc":"2.0","method":"OnConnected","params":{"qSessionState":"SESSION_CREATED"}} Engine method 'OnConnected', response time: -1
